,pfast,pmid,pslow,return,dd,sharpe
545,5,15,26,-43.25,37.79,-0.84
546,5,15,27,-47.43,40.65,-0.88
547,5,15,28,-37.31,37.58,-0.85
548,5,15,29,-10.74,23.13,-0.48
549,5,15,30,22.25,21.65,0.39
550,5,15,31,23.56,21.54,0.41
551,5,15,32,21.70,21.95,0.38
552,5,15,33,32.19,14.78,0.79
553,5,15,34,30.23,14.32,0.77
554,5,15,35,27.51,13.65,0.73
555,5,15,36,26.87,13.78,0.71
556,5,15,37,2.22,12.62,-0.04
557,5,15,38,3.72,12.57,0.02
558,5,15,39,4.35,12.62,0.04
559,5,15,40,2.65,13.01,-0.02
560,5,16,21,-35.23,35.74,-0.85
561,5,16,22,-33.03,33.89,-0.84
562,5,16,23,-30.48,32.58,-0.77
563,5,16,24,-45.00,39.83,-0.81
564,5,16,25,-42.72,38.00,-0.80
565,5,16,26,-31.51,33.14,-0.80
566,5,16,27,-34.30,35.00,-0.84
567,5,16,28,-37.31,37.58,-0.85
568,5,16,29,20.67,21.90,0.36
569,5,16,30,22.25,21.65,0.39
570,5,16,31,23.56,21.54,0.41
571,5,16,32,34.22,14.56,0.84
572,5,16,33,32.19,14.78,0.79
573,5,16,34,30.23,14.32,0.77
574,5,16,35,6.51,12.62,0.12
575,5,16,36,2.79,12.50,-0.02
576,5,16,37,2.22,12.62,-0.04
577,5,16,38,3.72,12.57,0.02
578,5,16,39,-11.62,12.91,-0.67
579,5,16,40,-12.32,13.37,-0.68
580,5,17,21,-35.51,35.74,-0.86
581,5,17,22,-33.32,33.89,-0.86
582,5,17,23,-48.38,41.26,-0.90
583,5,17,24,-45.91,39.83,-0.85
584,5,17,25,-43.02,38.00,-0.82
585,5,17,26,-42.84,37.79,-0.82
586,5,17,27,-47.12,40.65,-0.87
587,5,17,28,-50.38,42.89,-0.90
588,5,17,29,20.67,21.90,0.36
589,5,17,30,33.34,14.17,0.84
590,5,17,31,34.64,13.90,0.89
591,5,17,32,34.22,14.56,0.84
592,5,17,33,8.72,13.66,0.19
593,5,17,34,8.28,13.28,0.18
594,5,17,35,6.51,12.62,0.12
595,5,17,36,-12.02,13.22,-0.71
596,5,17,37,-12.25,13.38,-0.71
597,5,17,38,-12.02,13.22,-0.71
598,5,17,39,-12.02,13.22,-0.71
599,5,17,40,-12.72,13.68,-0.71
600,5,18,21,25.69,9.25,1.01
601,5,18,22,-13.14,23.09,-0.72
602,5,18,23,-48.38,41.26,-0.90
603,5,18,24,-45.91,39.83,-0.85
604,5,18,25,-38.11,37.19,-0.80
605,5,18,26,-42.84,37.79,-0.82
606,5,18,27,-47.12,40.65,-0.87
607,5,18,28,-50.38,42.89,-0.90
608,5,18,29,30.67,14.52,0.77
609,5,18,30,33.34,14.17,0.84
610,5,18,31,34.64,13.90,0.89
611,5,18,32,8.60,13.30,0.19
612,5,18,33,8.72,13.66,0.19
613,5,18,34,-12.49,13.53,-0.71
614,5,18,35,-11.78,13.07,-0.70
615,5,18,36,-12.02,13.22,-0.71
616,5,18,37,-12.25,13.38,-0.71
617,5,18,38,-12.02,13.22,-0.71
618,5,18,39,-55.01,38.06,-2.06
619,5,18,40,-54.63,37.95,-2.01
620,5,19,21,13.84,10.13,1.02
621,5,19,22,18.87,11.96,1.06
622,5,19,23,-48.38,41.26,-0.90
623,5,19,24,-40.01,38.37,-0.83
624,5,19,25,-38.11,37.19,-0.80
625,5,19,26,-36.07,35.41,-0.79
626,5,19,27,-36.58,35.21,-0.83
627,5,19,28,-40.37,37.98,-0.88
628,5,19,29,30.67,14.52,0.77
629,5,19,30,33.34,14.17,0.84
630,5,19,31,9.32,12.67,0.22
631,5,19,32,8.60,13.30,0.19
632,5,19,33,-12.96,13.83,-0.72
633,5,19,34,-12.49,13.53,-0.71
634,5,19,35,-11.78,13.07,-0.70
635,5,19,36,-12.02,13.22,-0.71
636,5,19,37,-12.25,13.38,-0.71
637,5,19,38,-12.02,13.22,-0.71
638,5,19,39,-55.01,38.06,-2.06
639,5,19,40,-54.63,37.95,-2.01
640,5,20,21,13.84,10.13,1.02
641,5,20,22,23.78,12.68,2.17
642,5,20,23,28.87,14.72,2.03
643,5,20,24,-14.93,26.03,-0.66
644,5,20,25,-38.11,37.19,-0.80
645,5,20,26,-32.84,31.41,-1.02
646,5,20,27,-31.52,29.89,-1.06
647,5,20,28,-40.37,37.98,-0.88
648,5,20,29,30.67,14.52,0.77
649,5,20,30,7.52,12.87,0.16
650,5,20,31,9.32,12.67,0.22
651,5,20,32,-12.49,13.53,-0.71
652,5,20,33,-12.96,13.83,-0.72
653,5,20,34,-12.49,13.53,-0.71
654,5,20,35,-11.78,13.07,-0.70
655,5,20,36,-12.02,13.22,-0.71
656,5,20,37,-57.90,40.13,-2.16
657,5,20,38,-56.88,39.44,-2.13
658,5,20,39,-55.01,38.06,-2.06
659,5,20,40,-54.63,37.95,-2.01
660,6,10,21,-39.27,35.07,-0.73
661,6,10,22,-37.52,35.40,-0.58
662,6,10,23,-34.46,33.63,-0.56
663,6,10,24,0.35,10.16,-0.31
664,6,10,25,-38.43,35.75,-0.60
665,6,10,26,-41.57,37.51,-0.63
666,6,10,27,-45.88,40.11,-0.67
667,6,10,28,-46.82,41.15,-0.65
668,6,10,29,-47.69,42.00,-0.64
669,6,10,30,-14.47,18.56,-0.33
670,6,10,31,-13.49,18.87,-0.29
671,6,10,32,-12.38,19.12,-0.25
672,6,10,33,-12.16,19.25,-0.24
673,6,10,34,-11.94,19.74,-0.22
674,6,10,35,-13.51,20.92,-0.23
675,6,10,36,-13.22,21.48,-0.21
676,6,10,37,-12.81,21.63,-0.20
677,6,10,38,-12.60,21.75,-0.19
678,6,10,39,-12.26,21.82,-0.18
679,6,10,40,-12.22,21.68,-0.18
680,6,11,21,-44.97,37.80,-0.88
681,6,11,22,-42.91,36.46,-0.87
682,6,11,23,-40.31,34.75,-0.86
683,6,11,24,0.35,10.16,-0.31
684,6,11,25,-43.41,36.80,-0.87
685,6,11,26,-45.94,38.49,-0.88
686,6,11,27,-49.59,41.01,-0.89
687,6,11,28,-51.07,41.99,-0.89
688,6,11,29,-52.21,42.83,-0.89
689,6,11,30,-16.78,18.05,-0.55
690,6,11,31,-16.26,17.41,-0.54
691,6,11,32,-17.83,19.56,-0.55
692,6,11,33,-16.92,18.82,-0.50
693,6,11,34,-16.59,18.82,-0.47
694,6,11,35,-16.28,19.07,-0.43
695,6,11,36,-16.21,19.31,-0.41
696,6,11,37,-15.95,19.07,-0.40
697,6,11,38,-15.73,18.99,-0.39
698,6,11,39,-15.64,18.74,-0.39
699,6,11,40,-15.93,18.58,-0.43
700,6,12,21,-45.20,38.03,-0.89
701,6,12,22,-42.45,35.20,-0.88
702,6,12,23,-40.53,33.99,-0.88
703,6,12,24,-37.62,32.64,-0.84
704,6,12,25,-36.50,32.60,-0.81
705,6,12,26,-40.53,34.99,-0.83
706,6,12,27,-43.93,36.32,-0.88
707,6,12,28,-47.72,38.67,-0.90
708,6,12,29,-49.20,39.73,-0.90
709,6,12,30,-16.78,18.05,-0.55
710,6,12,31,-18.45,20.21,-0.57
711,6,12,32,-17.83,19.56,-0.55
712,6,12,33,-16.92,18.82,-0.50
713,6,12,34,-16.59,18.82,-0.47
714,6,12,35,-16.28,19.07,-0.43
715,6,12,36,-16.21,19.31,-0.41
716,6,12,37,-12.73,18.60,-0.36
717,6,12,38,-12.51,18.47,-0.35
718,6,12,39,-12.57,18.40,-0.35
719,6,12,40,-12.87,18.15,-0.38
720,6,13,21,21.76,10.08,1.41
721,6,13,22,23.83,10.08,1.45
722,6,13,23,13.34,10.08,0.81
723,6,13,24,-26.87,30.79,-0.80
724,6,13,25,15.61,10.08,0.87
725,6,13,26,-28.55,33.07,-0.78
726,6,13,27,-31.67,34.89,-0.84
727,6,13,28,-34.90,37.41,-0.86
728,6,13,29,-36.16,38.49,-0.87
729,6,13,30,-8.10,20.37,-0.46
730,6,13,31,-8.19,20.21,-0.47
731,6,13,32,-8.56,19.56,-0.50
732,6,13,33,-8.97,18.82,-0.53
733,6,13,34,17.48,18.21,0.35
734,6,13,35,17.48,18.21,0.35
735,6,13,36,18.47,18.47,0.37
736,6,13,37,18.97,18.60,0.37
737,6,13,38,18.47,18.47,0.37
738,6,13,39,29.35,12.22,0.85
739,6,13,40,28.99,12.20,0.84
740,6,14,21,-32.70,35.61,-0.85
741,6,14,22,-30.46,33.80,-0.84
742,6,14,23,-28.94,32.52,-0.84
743,6,14,24,-43.31,38.35,-0.86
744,6,14,25,-40.43,36.53,-0.83
745,6,14,26,-40.25,36.33,-0.83
746,6,14,27,-44.88,39.37,-0.88
747,6,14,28,-34.90,37.41,-0.86
748,6,14,29,-51.98,45.05,-0.90
749,6,14,30,-8.10,20.37,-0.46
750,6,14,31,-8.19,20.21,-0.47
751,6,14,32,21.98,19.37,0.42
752,6,14,33,19.97,18.85,0.39
753,6,14,34,17.48,18.21,0.35
754,6,14,35,17.48,18.21,0.35
755,6,14,36,28.27,12.16,0.82
756,6,14,37,29.35,12.22,0.85
757,6,14,38,30.42,12.29,0.87
758,6,14,39,29.35,12.22,0.85
759,6,14,40,28.99,12.20,0.84
760,6,15,21,-10.54,20.37,-0.69
761,6,15,22,-12.19,22.09,-0.71
762,6,15,23,-31.61,32.40,-0.85
763,6,15,24,-45.71,39.42,-0.87
764,6,15,25,-42.64,37.39,-0.84
765,6,15,26,-42.46,37.18,-0.84
766,6,15,27,-47.01,40.24,-0.89
767,6,15,28,-37.59,37.58,-0.87
768,6,15,29,-8.24,20.12,-0.47
769,6,15,30,21.73,19.30,0.41
770,6,15,31,22.48,19.50,0.42
771,6,15,32,21.98,19.37,0.42
772,6,15,33,35.14,12.57,0.98
773,6,15,34,32.23,12.40,0.91
774,6,15,35,28.27,12.16,0.82
775,6,15,36,28.27,12.16,0.82
776,6,15,37,12.40,11.51,0.35
777,6,15,38,13.38,11.59,0.39
778,6,15,39,14.37,11.66,0.42
779,6,15,40,13.38,11.59,0.39
780,6,16,21,-10.54,20.37,-0.69
781,6,16,22,-12.19,22.09,-0.71
782,6,16,23,-31.61,32.40,-0.85
783,6,16,24,-45.71,39.42,-0.87
784,6,16,25,-42.64,37.39,-0.84
785,6,16,26,-31.23,32.96,-0.79
786,6,16,27,-34.30,34.81,-0.85
787,6,16,28,-37.59,37.58,-0.87
788,6,16,29,17.86,22.08,0.33
789,6,16,30,18.60,22.06,0.34
790,6,16,31,20.31,21.88,0.37
791,6,16,32,34.34,14.89,0.91
792,6,16,33,31.64,15.56,0.81
793,6,16,34,28.27,15.68,0.73
794,6,16,35,13.12,14.81,0.34
795,6,16,36,10.55,14.11,0.27
796,6,16,37,10.00,14.24,0.25
797,6,16,38,10.74,14.46,0.27
798,6,16,39,5.97,12.12,0.11
799,6,16,40,5.97,12.12,0.11
800,6,17,21,-10.54,20.37,-0.69
801,6,17,22,-12.19,22.09,-0.71
802,6,17,23,-47.89,40.85,-0.90
803,6,17,24,-45.71,39.42,-0.87
804,6,17,25,-42.64,37.39,-0.84
805,6,17,26,-42.46,37.18,-0.84
806,6,17,27,-47.01,40.24,-0.89
807,6,17,28,-49.91,42.48,-0.90
808,6,17,29,21.48,19.24,0.41
809,6,17,30,34.41,12.53,0.96
810,6,17,31,35.14,12.57,0.98
811,6,17,32,36.24,12.63,1.00
812,6,17,33,20.03,12.09,0.59
813,6,17,34,19.02,12.02,0.56
814,6,17,35,16.35,11.82,0.48
815,6,17,36,8.36,9.43,0.23
816,6,17,37,8.36,9.43,0.23
817,6,17,38,8.36,9.43,0.23
818,6,17,39,-9.56,11.74,-0.67
819,6,17,40,-9.56,11.74,-0.67
820,6,18,21,-35.48,35.88,-0.86
821,6,18,22,-12.19,22.09,-0.71
822,6,18,23,-47.89,40.85,-0.90
823,6,18,24,-45.71,39.42,-0.87
824,6,18,25,-33.31,32.84,-0.80
825,6,18,26,-42.46,37.18,-0.84
826,6,18,27,-47.01,40.24,-0.89
827,6,18,28,-49.91,42.48,-0.90
828,6,18,29,33.31,12.46,0.94
829,6,18,30,34.41,12.53,0.96
830,6,18,31,35.14,12.57,0.98
831,6,18,32,19.36,12.04,0.57
832,6,18,33,20.03,12.09,0.59
833,6,18,34,8.36,9.43,0.23
834,6,18,35,8.36,9.43,0.23
835,6,18,36,8.36,9.43,0.23
836,6,18,37,-9.56,11.74,-0.67
837,6,18,38,-9.56,11.74,-0.67
838,6,18,39,-59.25,40.93,-2.34
839,6,18,40,-58.47,40.33,-2.31
840,6,19,21,-47.85,37.23,-1.36
841,6,19,22,14.90,9.45,0.98
842,6,19,23,-46.81,40.85,-0.84
843,6,19,24,-34.45,34.02,-0.79
844,6,19,25,-32.34,32.84,-0.74
845,6,19,26,-29.59,31.34,-0.69
846,6,19,27,-29.48,31.16,-0.70
847,6,19,28,-33.98,33.82,-0.77
848,6,19,29,33.31,12.46,0.94
849,6,19,30,34.41,12.53,0.96
850,6,19,31,18.69,11.99,0.55
851,6,19,32,19.36,12.04,0.57
852,6,19,33,8.36,9.43,0.23
853,6,19,34,8.36,9.43,0.23
854,6,19,35,-7.65,10.76,-0.50
855,6,19,36,-7.65,10.76,-0.50
856,6,19,37,-7.65,10.76,-0.50
857,6,19,38,-7.65,10.76,-0.50
858,6,19,39,-58.39,40.27,-2.17
859,6,19,40,-57.61,39.68,-2.14
860,6,20,21,-47.03,36.78,-1.36
861,6,20,22,19.04,10.53,2.25
862,6,20,23,24.17,12.36,2.01
863,6,20,24,-13.23,25.05,-0.60
864,6,20,25,-32.34,32.84,-0.74
865,6,20,26,-35.08,34.07,-0.95
866,6,20,27,-33.11,32.55,-0.94
867,6,20,28,-33.98,33.82,-0.77
868,6,20,29,33.31,12.46,0.94
869,6,20,30,17.68,11.92,0.52
870,6,20,31,18.69,11.99,0.55
871,6,20,32,8.36,9.43,0.23
872,6,20,33,8.36,9.43,0.23
873,6,20,34,-7.65,10.76,-0.50
874,6,20,35,-7.65,10.76,-0.50
875,6,20,36,-7.65,10.76,-0.50
876,6,20,37,-61.04,42.23,-2.28
877,6,20,38,-60.29,41.63,-2.25
878,6,20,39,-58.39,40.27,-2.17
879,6,20,40,-57.61,39.68,-2.14
880,7,10,21,-35.92,32.89,-0.71
881,7,10,22,-34.47,33.81,-0.55
882,7,10,23,-30.43,32.02,-0.49
883,7,10,24,5.18,10.75,0.14
884,7,10,25,-33.92,34.16,-0.51
885,7,10,26,-37.14,35.93,-0.54
886,7,10,27,-41.74,38.55,-0.58
887,7,10,28,-43.44,39.60,-0.59
888,7,10,29,-44.35,40.46,-0.59
889,7,10,30,-16.27,17.33,-0.52
890,7,10,31,-15.29,16.69,-0.46
891,7,10,32,-14.19,16.50,-0.40
892,7,10,33,-13.98,16.62,-0.39
893,7,10,34,-13.76,17.11,-0.36
894,7,10,35,-14.81,18.14,-0.35
895,7,10,36,-14.46,18.68,-0.32
896,7,10,37,-14.12,18.85,-0.31
897,7,10,38,-13.98,18.90,-0.30
898,7,10,39,-13.59,18.93,-0.29
899,7,10,40,-13.61,18.82,-0.29
900,7,11,21,-4.47,16.84,-0.32
901,7,11,22,-6.17,18.57,-0.36
902,7,11,23,-38.96,33.82,-0.87
903,7,11,24,-38.43,33.46,-0.87
904,7,11,25,-42.13,35.90,-0.88
905,7,11,26,-44.73,37.62,-0.89
906,7,11,27,-48.47,40.19,-0.90
907,7,11,28,-49.98,41.18,-0.90
908,7,11,29,-51.15,42.04,-0.90
909,7,11,30,-13.02,17.33,-0.96
910,7,11,31,-13.12,16.69,-0.98
911,7,11,32,-9.28,18.26,-0.56
912,7,11,33,-9.69,17.53,-0.60
913,7,11,34,-4.53,17.53,-0.20
914,7,11,35,-3.99,17.77,-0.17
915,7,11,36,-3.34,17.93,-0.14
916,7,11,37,-3.18,17.77,-0.13
917,7,11,38,-3.14,17.69,-0.12
918,7,11,39,-3.14,17.36,-0.12
919,7,11,40,-9.83,17.28,-0.61
920,7,12,21,-4.14,16.84,-0.31
921,7,12,22,-5.93,18.57,-0.36
922,7,12,23,-42.19,35.02,-0.88
923,7,12,24,-39.73,33.44,-0.88
924,7,12,25,-39.46,33.26,-0.88
925,7,12,26,-42.98,35.56,-0.88
926,7,12,27,-45.63,37.30,-0.89
927,7,12,28,-49.52,39.86,-0.90
928,7,12,29,-50.98,40.92,-0.90
929,7,12,30,-12.01,17.97,-0.95
930,7,12,31,-7.89,19.45,-0.51
931,7,12,32,-8.21,18.89,-0.54
932,7,12,33,-8.63,18.16,-0.58
933,7,12,34,-5.19,18.08,-0.34
934,7,12,35,-5.02,18.40,-0.34
935,7,12,36,-4.94,18.56,-0.33
936,7,12,37,0.60,18.25,-0.15
937,7,12,38,0.37,18.06,-0.16
938,7,12,39,0.29,18.00,-0.16
939,7,12,40,14.70,17.74,0.31
940,7,13,21,-1.10,16.84,-0.30
941,7,13,22,-2.98,18.57,-0.38
942,7,13,23,-28.78,33.61,-0.75
943,7,13,24,-26.67,31.97,-0.74
944,7,13,25,-26.44,31.78,-0.74
945,7,13,26,-28.46,34.16,-0.70
946,7,13,27,-30.89,35.97,-0.73
947,7,13,28,-35.03,38.67,-0.79
948,7,13,29,-36.29,39.74,-0.79
949,7,13,30,-7.80,19.61,-0.50
950,7,13,31,-7.89,19.45,-0.51
951,7,13,32,-8.21,18.89,-0.54
952,7,13,33,-8.63,18.16,-0.58
953,7,13,34,15.19,17.87,0.32
954,7,13,35,15.19,17.87,0.32
955,7,13,36,15.93,18.06,0.34
956,7,13,37,16.66,18.25,0.35
957,7,13,38,15.93,18.06,0.34
958,7,13,39,26.64,12.62,0.83
959,7,13,40,25.93,12.57,0.81
960,7,14,21,6.02,16.82,0.41
961,7,14,22,4.12,18.47,0.02
962,7,14,23,-23.60,33.60,-0.81
963,7,14,24,-38.28,37.50,-0.87
964,7,14,25,-35.51,35.53,-0.86
965,7,14,26,-35.24,35.33,-0.86
966,7,14,27,-44.78,39.17,-0.89
967,7,14,28,-36.37,38.67,-0.87
968,7,14,29,-51.75,44.85,-0.90
969,7,14,30,-7.80,19.61,-0.50
970,7,14,31,-7.89,19.45,-0.51
971,7,14,32,19.64,19.01,0.40
972,7,14,33,17.65,18.50,0.37
973,7,14,34,15.19,17.87,0.32
974,7,14,35,15.19,17.87,0.32
975,7,14,36,25.23,12.53,0.79
976,7,14,37,26.64,12.62,0.83
977,7,14,38,27.70,12.68,0.85
978,7,14,39,26.64,12.62,0.83
979,7,14,40,25.93,12.57,0.81
980,7,15,21,-3.26,16.84,-0.52
981,7,15,22,-4.97,18.57,-0.57
982,7,15,23,-30.25,33.61,-0.84
983,7,15,24,-43.44,38.15,-0.88
984,7,15,25,-41.12,36.33,-0.88
985,7,15,26,-40.86,36.12,-0.88
986,7,15,27,-44.78,39.17,-0.89
987,7,15,28,-36.37,38.67,-0.87
988,7,15,29,-51.75,44.85,-0.90
989,7,15,30,19.39,18.95,0.39
990,7,15,31,20.14,19.14,0.41
991,7,15,32,19.64,19.01,0.40
992,7,15,33,32.37,12.96,0.97
993,7,15,34,29.49,12.79,0.90
994,7,15,35,25.58,12.55,0.80
995,7,15,36,25.23,12.53,0.79
996,7,15,37,14.53,12.22,0.45
997,7,15,38,15.85,12.32,0.49
998,7,15,39,16.51,12.37,0.51
999,7,15,40,15.52,12.30,0.48
1000,7,16,21,-7.10,16.87,-0.62
1001,7,16,22,-8.64,18.49,-0.65
1002,7,16,23,-33.11,33.70,-0.85
1003,7,16,24,-45.84,39.22,-0.89
1004,7,16,25,-43.25,37.18,-0.88
1005,7,16,26,-33.75,34.26,-0.86
1006,7,16,27,-35.93,36.11,-0.87
1007,7,16,28,-38.90,38.67,-0.87
1008,7,16,29,18.89,18.82,0.39
1009,7,16,30,19.39,18.95,0.39
1010,7,16,31,20.14,19.14,0.41
1011,7,16,32,33.46,13.02,0.99
1012,7,16,33,32.37,12.96,0.97
1013,7,16,34,29.49,12.79,0.90
1014,7,16,35,18.51,12.52,0.57
1015,7,16,36,14.86,12.25,0.46
1016,7,16,37,14.53,12.22,0.45
1017,7,16,38,15.85,12.32,0.49
1018,7,16,39,9.47,9.99,0.30
1019,7,16,40,9.47,9.99,0.30
1020,7,17,21,-1.10,16.84,-0.30
1021,7,17,22,-2.98,18.57,-0.38
1022,7,17,23,-44.14,39.57,-0.83
1023,7,17,24,-42.24,38.15,-0.82
1024,7,17,25,-39.79,36.33,-0.81
1025,7,17,26,-38.74,36.12,-0.77
1026,7,17,27,-42.98,39.17,-0.79
1027,7,17,28,-46.50,41.40,-0.84
1028,7,17,29,-50.73,44.85,-0.85
1029,7,17,30,31.65,12.92,0.95
1030,7,17,31,32.37,12.96,0.97
1031,7,17,32,33.46,13.02,0.99
1032,7,17,33,22.57,12.82,0.69
1033,7,17,34,21.55,12.75,0.66
1034,7,17,35,18.51,12.52,0.57
1035,7,17,36,9.47,9.99,0.30
1036,7,17,37,9.47,9.99,0.30
1037,7,17,38,9.47,9.99,0.30
1038,7,17,39,5.71,9.99,0.10
1039,7,17,40,5.71,9.99,0.10
1040,7,18,21,-35.61,37.00,-0.79
1041,7,18,22,-6.73,18.49,-0.48
1042,7,18,23,-46.56,40.65,-0.84
1043,7,18,24,-44.70,39.22,-0.83
1044,7,18,25,-32.93,32.84,-0.78
1045,7,18,26,-41.01,36.98,-0.78
1046,7,18,27,-45.17,40.04,-0.80
1047,7,18,28,-48.52,42.28,-0.84
1048,7,18,29,30.21,12.83,0.92
1049,7,18,30,31.65,12.92,0.95
1050,7,18,31,32.37,12.96,0.97
1051,7,18,32,21.55,12.75,0.66
1052,7,18,33,22.57,12.82,0.69
1053,7,18,34,13.03,9.99,0.45
1054,7,18,35,11.96,9.99,0.41
1055,7,18,36,9.47,9.99,0.30
1056,7,18,37,5.71,9.99,0.10
1057,7,18,38,5.71,9.99,0.10
1058,7,18,39,5.71,9.99,0.10
1059,7,18,40,5.71,9.99,0.10
1060,7,19,21,20.38,9.17,5.21
1061,7,19,22,-52.19,45.12,-0.85
1062,7,19,23,-14.78,23.06,-0.63
1063,7,19,24,-16.20,24.30,-0.64
1064,7,19,25,-32.93,32.84,-0.78
1065,7,19,26,-29.84,31.16,-0.72
1066,7,19,27,-29.96,31.16,-0.72
1067,7,19,28,-33.98,33.62,-0.79
1068,7,19,29,30.21,12.83,0.92
1069,7,19,30,31.65,12.92,0.95
1070,7,19,31,21.21,12.72,0.65
1071,7,19,32,21.55,12.75,0.66
1072,7,19,33,12.31,9.99,0.42
1073,7,19,34,13.03,9.99,0.45
1074,7,19,35,5.71,9.99,0.10
1075,7,19,36,5.71,9.99,0.10
1076,7,19,37,5.71,9.99,0.10
1077,7,19,38,-6.62,11.40,-0.48
1078,7,19,39,-6.62,11.40,-0.48
1079,7,19,40,-6.62,11.40,-0.48
1080,7,20,21,-46.78,36.74,-1.45
1081,7,20,22,-57.66,44.69,-1.28
1082,7,20,23,-37.41,38.52,-0.80
1083,7,20,24,-9.80,21.52,-0.55
1084,7,20,25,-32.93,32.84,-0.78
1085,7,20,26,-30.84,30.65,-0.93
1086,7,20,27,-28.93,29.13,-0.93
1087,7,20,28,-33.98,33.62,-0.79
1088,7,20,29,28.99,12.20,0.84
1089,7,20,30,18.69,11.99,0.55
1090,7,20,31,19.69,12.07,0.58
1091,7,20,32,10.47,9.43,0.32
1092,7,20,33,10.83,9.43,0.34
1093,7,20,34,4.61,9.43,0.05
1094,7,20,35,4.61,9.43,0.05
1095,7,20,36,-7.65,10.76,-0.50
1096,7,20,37,-65.38,45.55,-2.49
1097,7,20,38,-64.67,44.95,-2.46
1098,7,20,39,-62.88,43.59,-2.37
1099,7,20,40,-62.14,42.99,-2.34
