,fast_base,slow_base,min_period_fast,max_period_fast,min_period_slow,max_period_slow,return,dd,sharpe
1738,15,21,2,25,20,40,-13.41,6.97,-1.97
1739,15,21,2,25,20,45,-7.53,4.58,-3.98
1740,15,21,3,10,10,25,-4.43,3.87,-16.04
1741,15,21,3,10,10,30,-3.68,3.49,-33.13
1742,15,21,3,10,10,35,-3.68,3.49,-33.13
1743,15,21,3,10,10,40,-7.31,3.78,-3.25
1744,15,21,3,10,10,45,-2.14,3.46,-3.48
1745,15,21,3,15,10,25,-4.08,3.02,-45.62
1746,15,21,3,15,10,30,-3.30,2.63,-12.09
1747,15,21,3,15,10,35,-3.30,2.63,-12.09
1748,15,21,3,15,10,40,-6.13,3.25,-4.41
1749,15,21,3,15,10,45,-2.23,2.62,-3.74
1750,15,21,3,20,10,25,-6.21,3.23,-6.87
1751,15,21,3,20,10,30,-5.49,2.86,-14.02
1752,15,21,3,20,10,35,-5.49,2.86,-14.02
1753,15,21,3,20,10,40,-12.58,6.53,-2.09
1754,15,21,3,20,10,45,-5.49,2.86,-14.02
1755,15,21,3,25,10,25,-5.57,3.24,-12.67
1756,15,21,3,25,10,30,-4.79,2.85,-439.41
1757,15,21,3,25,10,35,-4.79,2.85,-439.41
1758,15,21,3,25,10,40,-13.84,7.20,-1.92
1759,15,21,3,25,10,45,-4.79,2.85,-439.41
1760,15,21,3,10,15,25,-3.18,3.24,-9.90
1761,15,21,3,10,15,30,-3.18,3.24,-9.90
1762,15,21,3,10,15,35,-3.18,3.24,-9.90
1763,15,21,3,10,15,40,-6.93,3.58,-3.53
1764,15,21,3,10,15,45,-3.10,2.39,-8.79
1765,15,21,3,15,15,25,-2.81,2.39,-6.26
1766,15,21,3,15,15,30,-2.81,2.39,-6.26
1767,15,21,3,15,15,35,-2.81,2.39,-6.26
1768,15,21,3,15,15,40,-5.73,3.25,-5.13
1769,15,21,3,15,15,45,-2.65,2.17,-5.30
1770,15,21,3,20,15,25,-5.01,2.62,-45.68
1771,15,21,3,20,15,30,-5.01,2.62,-45.68
1772,15,21,3,20,15,35,-5.01,2.62,-45.68
1773,15,21,3,20,15,40,-12.15,6.30,-2.13
1774,15,21,3,20,15,45,-5.47,3.59,-12.68
1775,15,21,3,25,15,25,-4.31,2.61,-16.57
1776,15,21,3,25,15,30,-4.31,2.61,-16.57
1777,15,21,3,25,15,35,-4.31,2.61,-16.57
1778,15,21,3,25,15,40,-13.47,7.01,-1.96
1779,15,21,3,25,15,45,-6.85,4.29,-4.90
1780,15,21,3,10,20,25,-4.87,4.26,-6.69
1781,15,21,3,10,20,30,-3.18,3.24,-9.90
1782,15,21,3,10,20,35,-3.18,3.24,-9.90
1783,15,21,3,10,20,40,-6.88,3.56,-3.58
1784,15,21,3,10,20,45,-3.98,2.77,-107.62
1785,15,21,3,15,20,25,-4.48,3.39,-5.01
1786,15,21,3,15,20,30,-2.81,2.39,-6.26
1787,15,21,3,15,20,35,-2.81,2.39,-6.26
1788,15,21,3,15,20,40,-5.70,3.25,-5.41
1789,15,21,3,15,20,45,-3.72,2.64,-41.90
1790,15,21,3,20,20,25,-6.65,3.63,-25.61
1791,15,21,3,20,20,30,-5.01,2.62,-45.68
1792,15,21,3,20,20,35,-5.01,2.62,-45.68
1793,15,21,3,20,20,40,-12.13,6.30,-2.15
1794,15,21,3,20,20,45,-6.14,3.87,-6.72
1795,15,21,3,25,20,25,-5.96,3.61,-8.98
1796,15,21,3,25,20,30,-4.31,2.61,-16.57
1797,15,21,3,25,20,35,-4.31,2.61,-16.57
1798,15,21,3,25,20,40,-13.41,6.97,-1.97
1799,15,21,3,25,20,45,-7.53,4.58,-3.98
1800,15,21,4,10,10,25,-2.76,3.04,-5.93
1801,15,21,4,10,10,30,-2.00,2.66,-3.03
1802,15,21,4,10,10,35,-2.00,2.66,-3.03
1803,15,21,4,10,10,40,-5.73,3.25,-5.33
1804,15,21,4,10,10,45,-0.46,2.64,-1.27
1805,15,21,4,15,10,25,-4.08,3.02,-45.62
1806,15,21,4,15,10,30,-3.30,2.63,-12.09
1807,15,21,4,15,10,35,-3.30,2.63,-12.09
1808,15,21,4,15,10,40,-6.13,3.25,-4.41
1809,15,21,4,15,10,45,-2.23,2.62,-3.74
1810,15,21,4,20,10,25,-6.21,3.23,-6.87
1811,15,21,4,20,10,30,-5.49,2.86,-14.02
1812,15,21,4,20,10,35,-5.49,2.86,-14.02
1813,15,21,4,20,10,40,-12.58,6.53,-2.09
1814,15,21,4,20,10,45,-5.49,2.86,-14.02
1815,15,21,4,25,10,25,-5.57,3.24,-12.67
1816,15,21,4,25,10,30,-4.79,2.85,-439.41
1817,15,21,4,25,10,35,-4.79,2.85,-439.41
1818,15,21,4,25,10,40,-13.84,7.20,-1.92
1819,15,21,4,25,10,45,-4.79,2.85,-439.41
1820,15,21,4,10,15,25,-1.51,2.42,-2.23
1821,15,21,4,10,15,30,-1.51,2.42,-2.23
1822,15,21,4,10,15,35,-1.51,2.42,-2.23
1823,15,21,4,10,15,40,-5.32,3.25,-6.59
1824,15,21,4,10,15,45,-1.43,1.60,-2.14
1825,15,21,4,15,15,25,-2.81,2.39,-6.26
1826,15,21,4,15,15,30,-2.81,2.39,-6.26
1827,15,21,4,15,15,35,-2.81,2.39,-6.26
1828,15,21,4,15,15,40,-5.73,3.25,-5.13
1829,15,21,4,15,15,45,-2.65,2.17,-5.30
1830,15,21,4,20,15,25,-5.01,2.62,-45.68
1831,15,21,4,20,15,30,-5.01,2.62,-45.68
1832,15,21,4,20,15,35,-5.01,2.62,-45.68
1833,15,21,4,20,15,40,-12.15,6.30,-2.13
1834,15,21,4,20,15,45,-5.47,3.59,-12.68
1835,15,21,4,25,15,25,-4.31,2.61,-16.57
1836,15,21,4,25,15,30,-4.31,2.61,-16.57
1837,15,21,4,25,15,35,-4.31,2.61,-16.57
1838,15,21,4,25,15,40,-13.47,7.01,-1.96
1839,15,21,4,25,15,45,-6.85,4.29,-4.90
1840,15,21,4,10,20,25,-3.15,3.40,-2.37
1841,15,21,4,10,20,30,-1.51,2.42,-2.23
1842,15,21,4,10,20,35,-1.51,2.42,-2.23
1843,15,21,4,10,20,40,-5.25,3.25,-6.86
1844,15,21,4,10,20,45,-2.31,1.94,-3.97
1845,15,21,4,15,20,25,-4.48,3.39,-5.01
1846,15,21,4,15,20,30,-2.81,2.39,-6.26
1847,15,21,4,15,20,35,-2.81,2.39,-6.26
1848,15,21,4,15,20,40,-5.70,3.25,-5.41
1849,15,21,4,15,20,45,-3.72,2.64,-41.90
1850,15,21,4,20,20,25,-6.65,3.63,-25.61
1851,15,21,4,20,20,30,-5.01,2.62,-45.68
1852,15,21,4,20,20,35,-5.01,2.62,-45.68
1853,15,21,4,20,20,40,-12.13,6.30,-2.15
1854,15,21,4,20,20,45,-6.14,3.87,-6.72
1855,15,21,4,25,20,25,-5.96,3.61,-8.98
1856,15,21,4,25,20,30,-4.31,2.61,-16.57
1857,15,21,4,25,20,35,-4.31,2.61,-16.57
1858,15,21,4,25,20,40,-13.41,6.97,-1.97
1859,15,21,4,25,20,45,-7.53,4.58,-3.98
1860,15,21,5,10,10,25,-2.76,3.04,-5.93
1861,15,21,5,10,10,30,-2.00,2.66,-3.03
1862,15,21,5,10,10,35,-2.00,2.66,-3.03
1863,15,21,5,10,10,40,-5.73,3.25,-5.33
1864,15,21,5,10,10,45,-0.46,2.64,-1.27
1865,15,21,5,15,10,25,-4.08,3.02,-45.62
1866,15,21,5,15,10,30,-3.30,2.63,-12.09
1867,15,21,5,15,10,35,-3.30,2.63,-12.09
1868,15,21,5,15,10,40,-6.13,3.25,-4.41
1869,15,21,5,15,10,45,-2.23,2.62,-3.74
1870,15,21,5,20,10,25,-6.21,3.23,-6.87
1871,15,21,5,20,10,30,-5.49,2.86,-14.02
1872,15,21,5,20,10,35,-5.49,2.86,-14.02
1873,15,21,5,20,10,40,-12.58,6.53,-2.09
1874,15,21,5,20,10,45,-5.49,2.86,-14.02
1875,15,21,5,25,10,25,-5.57,3.24,-12.67
1876,15,21,5,25,10,30,-4.79,2.85,-439.41
1877,15,21,5,25,10,35,-4.79,2.85,-439.41
1878,15,21,5,25,10,40,-13.84,7.20,-1.92
1879,15,21,5,25,10,45,-4.79,2.85,-439.41
1880,15,21,5,10,15,25,-1.51,2.42,-2.23
1881,15,21,5,10,15,30,-1.51,2.42,-2.23
1882,15,21,5,10,15,35,-1.51,2.42,-2.23
1883,15,21,5,10,15,40,-5.32,3.25,-6.59
1884,15,21,5,10,15,45,-1.43,1.60,-2.14
1885,15,21,5,15,15,25,-2.81,2.39,-6.26
1886,15,21,5,15,15,30,-2.81,2.39,-6.26
1887,15,21,5,15,15,35,-2.81,2.39,-6.26
1888,15,21,5,15,15,40,-5.73,3.25,-5.13
1889,15,21,5,15,15,45,-2.65,2.17,-5.30
1890,15,21,5,20,15,25,-5.01,2.62,-45.68
1891,15,21,5,20,15,30,-5.01,2.62,-45.68
1892,15,21,5,20,15,35,-5.01,2.62,-45.68
1893,15,21,5,20,15,40,-12.15,6.30,-2.13
1894,15,21,5,20,15,45,-5.47,3.59,-12.68
1895,15,21,5,25,15,25,-4.31,2.61,-16.57
1896,15,21,5,25,15,30,-4.31,2.61,-16.57
1897,15,21,5,25,15,35,-4.31,2.61,-16.57
1898,15,21,5,25,15,40,-13.47,7.01,-1.96
1899,15,21,5,25,15,45,-6.85,4.29,-4.90
1900,15,21,5,10,20,25,-3.15,3.40,-2.37
1901,15,21,5,10,20,30,-1.51,2.42,-2.23
1902,15,21,5,10,20,35,-1.51,2.42,-2.23
1903,15,21,5,10,20,40,-5.25,3.25,-6.86
1904,15,21,5,10,20,45,-2.31,1.94,-3.97
1905,15,21,5,15,20,25,-4.48,3.39,-5.01
1906,15,21,5,15,20,30,-2.81,2.39,-6.26
1907,15,21,5,15,20,35,-2.81,2.39,-6.26
1908,15,21,5,15,20,40,-5.70,3.25,-5.41
1909,15,21,5,15,20,45,-3.72,2.64,-41.90
1910,15,21,5,20,20,25,-6.65,3.63,-25.61
1911,15,21,5,20,20,30,-5.01,2.62,-45.68
1912,15,21,5,20,20,35,-5.01,2.62,-45.68
1913,15,21,5,20,20,40,-12.13,6.30,-2.15
1914,15,21,5,20,20,45,-6.14,3.87,-6.72
1915,15,21,5,25,20,25,-5.96,3.61,-8.98
1916,15,21,5,25,20,30,-4.31,2.61,-16.57
1917,15,21,5,25,20,35,-4.31,2.61,-16.57
1918,15,21,5,25,20,40,-13.41,6.97,-1.97
1919,15,21,5,25,20,45,-7.53,4.58,-3.98
1920,15,28,2,10,10,25,-4.32,4.16,-11.09
1921,15,28,2,10,10,30,-3.10,3.47,-3.36
1922,15,28,2,10,10,35,-3.10,3.47,-3.36
1923,15,28,2,10,10,40,-6.23,3.76,-9.16
1924,15,28,2,10,10,45,-1.30,3.44,-1.35
1925,15,28,2,15,10,25,-4.53,3.25,-30.54
1926,15,28,2,15,10,30,-3.33,2.56,-4.55
1927,15,28,2,15,10,35,-3.33,2.56,-4.55
1928,15,28,2,15,10,40,-6.43,3.76,-6.61
1929,15,28,2,15,10,45,-2.27,2.55,-2.34
1930,15,28,2,20,10,25,-6.21,3.23,-6.87
1931,15,28,2,20,10,30,-5.07,2.56,-70.90
1932,15,28,2,20,10,35,-5.07,2.56,-70.90
1933,15,28,2,20,10,40,-13.55,6.97,-1.98
1934,15,28,2,20,10,45,-5.07,2.56,-70.90
1935,15,28,2,25,10,25,-5.57,3.24,-12.67
1936,15,28,2,25,10,30,-4.37,2.56,-14.68
1937,15,28,2,25,10,35,-4.37,2.56,-14.68
1938,15,28,2,25,10,40,-14.84,7.66,-1.86
1939,15,28,2,25,10,45,-4.37,2.56,-14.68
1940,15,28,2,10,15,25,-3.03,3.52,-3.44
1941,15,28,2,10,15,30,-3.10,3.47,-3.36
1942,15,28,2,10,15,35,-3.10,3.47,-3.36
1943,15,28,2,10,15,40,-6.16,3.76,-7.78
1944,15,28,2,10,15,45,-2.12,2.48,-2.16
1945,15,28,2,15,15,25,-3.26,2.61,-4.71
1946,15,28,2,15,15,30,-3.33,2.56,-4.55
1947,15,28,2,15,15,35,-3.33,2.56,-4.55
1948,15,28,2,15,15,40,-6.50,3.76,-6.39
1949,15,28,2,15,15,45,-2.47,2.40,-2.61
1950,15,28,2,20,15,25,-5.01,2.62,-45.68
1951,15,28,2,20,15,30,-5.07,2.56,-70.90
1952,15,28,2,20,15,35,-5.07,2.56,-70.90
1953,15,28,2,20,15,40,-13.61,7.00,-1.97
1954,15,28,2,20,15,45,-6.93,4.64,-5.06
1955,15,28,2,25,15,25,-4.31,2.61,-16.57
1956,15,28,2,25,15,30,-4.37,2.56,-14.68
1957,15,28,2,25,15,35,-4.37,2.56,-14.68
1958,15,28,2,25,15,40,-14.85,7.66,-1.84
1959,15,28,2,25,15,45,-8.32,5.35,-3.47
1960,15,28,2,10,20,25,-4.60,4.46,-3.43
1961,15,28,2,10,20,30,-3.10,3.47,-3.36
1962,15,28,2,10,20,35,-3.10,3.47,-3.36
1963,15,28,2,10,20,40,-6.23,3.76,-9.16
1964,15,28,2,10,20,45,-3.05,2.63,-3.91
1965,15,28,2,15,20,25,-4.93,3.62,-4.16
1966,15,28,2,15,20,30,-3.33,2.56,-4.55
1967,15,28,2,15,20,35,-3.33,2.56,-4.55
1968,15,28,2,15,20,40,-6.43,3.76,-6.61
1969,15,28,2,15,20,45,-3.50,2.85,-5.51
1970,15,28,2,20,20,25,-6.65,3.63,-25.61
1971,15,28,2,20,20,30,-5.07,2.56,-70.90
1972,15,28,2,20,20,35,-5.07,2.56,-70.90
1973,15,28,2,20,20,40,-13.55,6.97,-1.98
1974,15,28,2,20,20,45,-7.65,4.95,-4.05
1975,15,28,2,25,20,25,-5.96,3.61,-8.98
1976,15,28,2,25,20,30,-4.37,2.56,-14.68
1977,15,28,2,25,20,35,-4.37,2.56,-14.68
1978,15,28,2,25,20,40,-14.84,7.66,-1.86
1979,15,28,2,25,20,45,-9.02,5.65,-3.07
1980,15,28,3,10,10,25,-4.32,4.16,-11.09
1981,15,28,3,10,10,30,-3.10,3.47,-3.36
1982,15,28,3,10,10,35,-3.10,3.47,-3.36
1983,15,28,3,10,10,40,-6.23,3.76,-9.16
1984,15,28,3,10,10,45,-1.30,3.44,-1.35
1985,15,28,3,15,10,25,-4.53,3.25,-30.54
1986,15,28,3,15,10,30,-3.33,2.56,-4.55
1987,15,28,3,15,10,35,-3.33,2.56,-4.55
1988,15,28,3,15,10,40,-6.43,3.76,-6.61
1989,15,28,3,15,10,45,-2.27,2.55,-2.34
1990,15,28,3,20,10,25,-6.21,3.23,-6.87
1991,15,28,3,20,10,30,-5.07,2.56,-70.90
1992,15,28,3,20,10,35,-5.07,2.56,-70.90
1993,15,28,3,20,10,40,-13.55,6.97,-1.98
1994,15,28,3,20,10,45,-5.07,2.56,-70.90
1995,15,28,3,25,10,25,-5.57,3.24,-12.67
1996,15,28,3,25,10,30,-4.37,2.56,-14.68
1997,15,28,3,25,10,35,-4.37,2.56,-14.68
1998,15,28,3,25,10,40,-14.84,7.66,-1.86
1999,15,28,3,25,10,45,-4.37,2.56,-14.68
2000,15,28,3,10,15,25,-3.03,3.52,-3.44
2001,15,28,3,10,15,30,-3.10,3.47,-3.36
2002,15,28,3,10,15,35,-3.10,3.47,-3.36
2003,15,28,3,10,15,40,-6.16,3.76,-7.78
2004,15,28,3,10,15,45,-2.12,2.48,-2.16
2005,15,28,3,15,15,25,-3.26,2.61,-4.71
2006,15,28,3,15,15,30,-3.33,2.56,-4.55
2007,15,28,3,15,15,35,-3.33,2.56,-4.55
2008,15,28,3,15,15,40,-6.50,3.76,-6.39
2009,15,28,3,15,15,45,-2.47,2.40,-2.61
2010,15,28,3,20,15,25,-5.01,2.62,-45.68
2011,15,28,3,20,15,30,-5.07,2.56,-70.90
2012,15,28,3,20,15,35,-5.07,2.56,-70.90
2013,15,28,3,20,15,40,-13.61,7.00,-1.97
2014,15,28,3,20,15,45,-6.93,4.64,-5.06
2015,15,28,3,25,15,25,-4.31,2.61,-16.57
2016,15,28,3,25,15,30,-4.37,2.56,-14.68
2017,15,28,3,25,15,35,-4.37,2.56,-14.68
2018,15,28,3,25,15,40,-14.85,7.66,-1.84
2019,15,28,3,25,15,45,-8.32,5.35,-3.47
2020,15,28,3,10,20,25,-4.60,4.46,-3.43
2021,15,28,3,10,20,30,-3.10,3.47,-3.36
2022,15,28,3,10,20,35,-3.10,3.47,-3.36
2023,15,28,3,10,20,40,-6.23,3.76,-9.16
2024,15,28,3,10,20,45,-3.05,2.63,-3.91
2025,15,28,3,15,20,25,-4.93,3.62,-4.16
2026,15,28,3,15,20,30,-3.33,2.56,-4.55
2027,15,28,3,15,20,35,-3.33,2.56,-4.55
2028,15,28,3,15,20,40,-6.43,3.76,-6.61
2029,15,28,3,15,20,45,-3.50,2.85,-5.51
2030,15,28,3,20,20,25,-6.65,3.63,-25.61
2031,15,28,3,20,20,30,-5.07,2.56,-70.90
2032,15,28,3,20,20,35,-5.07,2.56,-70.90
2033,15,28,3,20,20,40,-13.55,6.97,-1.98
2034,15,28,3,20,20,45,-7.65,4.95,-4.05
2035,15,28,3,25,20,25,-5.96,3.61,-8.98
2036,15,28,3,25,20,30,-4.37,2.56,-14.68
2037,15,28,3,25,20,35,-4.37,2.56,-14.68
2038,15,28,3,25,20,40,-14.84,7.66,-1.86
2039,15,28,3,25,20,45,-9.02,5.65,-3.07
2040,15,28,4,10,10,25,-2.48,3.25,-2.78
2041,15,28,4,10,10,30,-1.30,2.59,-1.42
2042,15,28,4,10,10,35,-1.30,2.59,-1.42
2043,15,28,4,10,10,40,-4.50,3.76,-18.95
2044,15,28,4,10,10,45,0.52,2.56,-0.63
2045,15,28,4,15,10,25,-4.53,3.25,-30.54
2046,15,28,4,15,10,30,-3.33,2.56,-4.55
2047,15,28,4,15,10,35,-3.33,2.56,-4.55
2048,15,28,4,15,10,40,-6.43,3.76,-6.61
2049,15,28,4,15,10,45,-2.27,2.55,-2.34
2050,15,28,4,20,10,25,-6.21,3.23,-6.87
2051,15,28,4,20,10,30,-5.07,2.56,-70.90
2052,15,28,4,20,10,35,-5.07,2.56,-70.90
2053,15,28,4,20,10,40,-13.55,6.97,-1.98
2054,15,28,4,20,10,45,-5.07,2.56,-70.90
2055,15,28,4,25,10,25,-5.57,3.24,-12.67
2056,15,28,4,25,10,30,-4.37,2.56,-14.68
2057,15,28,4,25,10,35,-4.37,2.56,-14.68
2058,15,28,4,25,10,40,-14.84,7.66,-1.86
2059,15,28,4,25,10,45,-4.37,2.56,-14.68
2060,15,28,4,10,15,25,-1.23,2.64,-1.43
2061,15,28,4,10,15,30,-1.30,2.59,-1.42
2062,15,28,4,10,15,35,-1.30,2.59,-1.42
2063,15,28,4,10,15,40,-4.52,3.76,-24.95
2064,15,28,4,10,15,45,-0.40,1.74,-0.97
2065,15,28,4,15,15,25,-3.26,2.61,-4.71
2066,15,28,4,15,15,30,-3.33,2.56,-4.55
2067,15,28,4,15,15,35,-3.33,2.56,-4.55
2068,15,28,4,15,15,40,-6.50,3.76,-6.39
2069,15,28,4,15,15,45,-2.47,2.40,-2.61
2070,15,28,4,20,15,25,-5.01,2.62,-45.68
2071,15,28,4,20,15,30,-5.07,2.56,-70.90
2072,15,28,4,20,15,35,-5.07,2.56,-70.90
2073,15,28,4,20,15,40,-13.61,7.00,-1.97
2074,15,28,4,20,15,45,-6.93,4.64,-5.06
2075,15,28,4,25,15,25,-4.31,2.61,-16.57
2076,15,28,4,25,15,30,-4.37,2.56,-14.68
2077,15,28,4,25,15,35,-4.37,2.56,-14.68
2078,15,28,4,25,15,40,-14.85,7.66,-1.84
2079,15,28,4,25,15,45,-8.32,5.35,-3.47
2080,15,28,4,10,20,25,-2.95,3.65,-1.63
2081,15,28,4,10,20,30,-1.30,2.59,-1.42
2082,15,28,4,10,20,35,-1.30,2.59,-1.42
2083,15,28,4,10,20,40,-4.50,3.76,-18.95
2084,15,28,4,10,20,45,-1.40,1.81,-1.52
2085,15,28,4,15,20,25,-4.93,3.62,-4.16
2086,15,28,4,15,20,30,-3.33,2.56,-4.55
2087,15,28,4,15,20,35,-3.33,2.56,-4.55
2088,15,28,4,15,20,40,-6.43,3.76,-6.61
2089,15,28,4,15,20,45,-3.50,2.85,-5.51
2090,15,28,4,20,20,25,-6.65,3.63,-25.61
2091,15,28,4,20,20,30,-5.07,2.56,-70.90
2092,15,28,4,20,20,35,-5.07,2.56,-70.90
2093,15,28,4,20,20,40,-13.55,6.97,-1.98
2094,15,28,4,20,20,45,-7.65,4.95,-4.05
2095,15,28,4,25,20,25,-5.96,3.61,-8.98
2096,15,28,4,25,20,30,-4.37,2.56,-14.68
2097,15,28,4,25,20,35,-4.37,2.56,-14.68
2098,15,28,4,25,20,40,-14.84,7.66,-1.86
2099,15,28,4,25,20,45,-9.02,5.65,-3.07
2100,15,28,5,10,10,25,-2.48,3.25,-2.78
2101,15,28,5,10,10,30,-1.30,2.59,-1.42
2102,15,28,5,10,10,35,-1.30,2.59,-1.42
2103,15,28,5,10,10,40,-4.50,3.76,-18.95
2104,15,28,5,10,10,45,0.52,2.56,-0.63
2105,15,28,5,15,10,25,-4.53,3.25,-30.54
2106,15,28,5,15,10,30,-3.33,2.56,-4.55
2107,15,28,5,15,10,35,-3.33,2.56,-4.55
2108,15,28,5,15,10,40,-6.43,3.76,-6.61
2109,15,28,5,15,10,45,-2.27,2.55,-2.34
2110,15,28,5,20,10,25,-6.21,3.23,-6.87
2111,15,28,5,20,10,30,-5.07,2.56,-70.90
2112,15,28,5,20,10,35,-5.07,2.56,-70.90
2113,15,28,5,20,10,40,-13.55,6.97,-1.98
2114,15,28,5,20,10,45,-5.07,2.56,-70.90
2115,15,28,5,25,10,25,-5.57,3.24,-12.67
2116,15,28,5,25,10,30,-4.37,2.56,-14.68
2117,15,28,5,25,10,35,-4.37,2.56,-14.68
2118,15,28,5,25,10,40,-14.84,7.66,-1.86
2119,15,28,5,25,10,45,-4.37,2.56,-14.68
2120,15,28,5,10,15,25,-1.23,2.64,-1.43
2121,15,28,5,10,15,30,-1.30,2.59,-1.42
2122,15,28,5,10,15,35,-1.30,2.59,-1.42
2123,15,28,5,10,15,40,-4.52,3.76,-24.95
2124,15,28,5,10,15,45,-0.40,1.74,-0.97
2125,15,28,5,15,15,25,-3.26,2.61,-4.71
2126,15,28,5,15,15,30,-3.33,2.56,-4.55
2127,15,28,5,15,15,35,-3.33,2.56,-4.55
2128,15,28,5,15,15,40,-6.50,3.76,-6.39
2129,15,28,5,15,15,45,-2.47,2.40,-2.61
2130,15,28,5,20,15,25,-5.01,2.62,-45.68
2131,15,28,5,20,15,30,-5.07,2.56,-70.90
2132,15,28,5,20,15,35,-5.07,2.56,-70.90
2133,15,28,5,20,15,40,-13.61,7.00,-1.97
2134,15,28,5,20,15,45,-6.93,4.64,-5.06
2135,15,28,5,25,15,25,-4.31,2.61,-16.57
2136,15,28,5,25,15,30,-4.37,2.56,-14.68
2137,15,28,5,25,15,35,-4.37,2.56,-14.68
2138,15,28,5,25,15,40,-14.85,7.66,-1.84
2139,15,28,5,25,15,45,-8.32,5.35,-3.47
2140,15,28,5,10,20,25,-2.95,3.65,-1.63
2141,15,28,5,10,20,30,-1.30,2.59,-1.42
2142,15,28,5,10,20,35,-1.30,2.59,-1.42
2143,15,28,5,10,20,40,-4.50,3.76,-18.95
2144,15,28,5,10,20,45,-1.40,1.81,-1.52
2145,15,28,5,15,20,25,-4.93,3.62,-4.16
2146,15,28,5,15,20,30,-3.33,2.56,-4.55
2147,15,28,5,15,20,35,-3.33,2.56,-4.55
2148,15,28,5,15,20,40,-6.43,3.76,-6.61
2149,15,28,5,15,20,45,-3.50,2.85,-5.51
2150,15,28,5,20,20,25,-6.65,3.63,-25.61
2151,15,28,5,20,20,30,-5.07,2.56,-70.90
2152,15,28,5,20,20,35,-5.07,2.56,-70.90
2153,15,28,5,20,20,40,-13.55,6.97,-1.98
2154,15,28,5,20,20,45,-7.65,4.95,-4.05
2155,15,28,5,25,20,25,-5.96,3.61,-8.98
2156,15,28,5,25,20,30,-4.37,2.56,-14.68
2157,15,28,5,25,20,35,-4.37,2.56,-14.68
2158,15,28,5,25,20,40,-14.84,7.66,-1.86
2159,15,28,5,25,20,45,-9.02,5.65,-3.07
